ProlificID,r1_pred,r1_pred_t_First Click,r1_pred_t_Last Click,r1_pred_t_Page Submit,r1_pred_t_Click Count,r2_pred,r2_pred_t_First Click,r2_pred_t_Last Click,r2_pred_t_Page Submit,r2_pred_t_Click Count,r3_pred,r3_pred_t_First Click,r3_pred_t_Last Click,r3_pred_t_Page Submit,r3_pred_t_Click Count,r4_pred,r4_pred_t_First Click,r4_pred_t_Last Click,r4_pred_t_Page Submit,r4_pred_t_Click Count,r5_pred,r5_pret_t_First Click,r5_pret_t_Last Click,r5_pret_t_Page Submit,r5_pret_t_Click Count,r6_pred,r6_pred_t_First Click,r6_pred_t_Last Click,r6_pred_t_Page Submit,r6_pred_t_Click Count,r7_pred,r7_pred_t_First Click,r7_pred_t_Last Click,r7_pred_t_Page Submit,r7_pred_t_Click Count,attention_check,r8_pred,r8_pred_t_First Click,r8_pred_t_Last Click,r8_pred_t_Page Submit,r8_pred_t_Click Count,r9_pred,r9_pred_t_First Click,r9_pred_t_Last Click,r9_pred_t_Page Submit,r9_pred_t_Click Count,r10_pred,r10_pred_t_First Click,r10_pred_t_Last Click,r10_pred_t_Page Submit,r10_pred_t_Click Count,r11_v1,r11_pred_t_First Click,r11_pred_t_Last Click,r11_pred_t_Page Submit,r11_pred_t_Click Count,r12_pred,r12_pred_t_First Click,r12_pred_t_Last Click,r12_pred_t_Page Submit,r12_pred_t_Click Count,r13_pred,r13_pred_t_First Click,r13_pred_t_Last Click,r13_pred_t_Page Submit,r13_pred_t_Click Count,r14_pred,r14_pred_t_First Click,r14_pred_t_Last Click,r14_pred_t_Page Submit,r14_pred_t_Click Count,r15_pred,r15_pred_t_First Click,r15_pred_t_Last Click,r15_pred_t_Page Submit,r15_pred_t_Click Count,r16_pred,r16_pred_t_First Click,r16_pred_t_Last Click,r16_pred_t_Page Submit,r16_pred_t_Click Count,final_categorical,final_categorical_t_First Click,final_categorical_t_Last Click,final_categorical_t_Page Submit,final_categorical_t_Click Count,rewards,round,version
66329376a7a2bbf35693fb5a,2,4.147,4.147,5.262,1,2,2.917,2.917,3.753,1,2,4.483,4.483,5.065,1,1,1.317,1.317,2.401,1,1,1.245,1.245,1.919,1,2,1.162,1.162,1.73,1,1,1.14,1.14,1.858,1,11,2,1.02,1.02,2.686,1,2,1.097,1.097,1.762,1,2,0.77,0.77,1.284,1,2,0.823,0.823,1.201,1,2,2.724,2.724,3.36,1,2,3.908,3.908,4.501,1,2,0.99,0.99,1.864,1,2,0.866,0.866,1.401,1,2,1.821,1.821,2.522,1,2,2.726,2.726,3.43,1,0.45,17,1
629e4d79be0e1ecd4ce30ab4,2,3.329,3.329,4.447,1,2,2.223,2.223,3.459,1,2,1.09,1.09,2.054,1,1,1.188,1.188,3.646,1,2,0.639,0.639,1.495,1,2,0.921,0.921,1.508,1,1,0.72,1.034,1.854,2,11,2,0.728,1.151,2.116,2,2,0.677,0.677,1.32,1,2,0.995,1.395,2.099,2,1,2.143,2.74,3.378,2,2,1.754,1.754,2.588,1,2,3.282,3.282,4.202,1,2,1.417,1.417,2.332,1,2,0.712,0.712,1.495,1,2,1.963,1.963,2.607,1,1,3.301,3.301,4.456,1,0.35,17,1
6631a1c8755d8554913b3b86,1,2.709,2.709,4,1,1,1.996,1.996,3.226,1,1,1.071,1.071,2.287,1,1,1.089,1.089,2.197,1,1,1.044,1.044,2.628,1,1,0.773,0.773,2.361,1,2,0.829,0.829,1.979,1,11,2,1.129,1.129,2.201,1,2,1,1,2.782,1,2,0.55,0.892,2.227,2,1,1.012,1.012,2.34,1,1,0.943,0.943,2.377,1,1,0.971,0.971,2.353,1,1,1.247,1.247,2.657,1,1,1.556,1.556,3.061,1,1,0.959,2.122,3.466,2,2,4.215,4.215,5.655,1,0.3,17,3
670d8b142f87173ffe3b4763,2,4.825,4.825,5.474,1,1,3.53,3.53,4.278,1,1,2.22,2.22,4.466,1,2,3.072,3.072,3.778,1,1,1.338,1.936,2.584,2,2,2.185,2.185,2.913,1,1,1.528,1.528,2.244,1,11,2,1.405,1.405,1.95,1,2,1.833,1.833,3.943,1,2,1.072,1.072,1.607,1,2,0.786,0.786,1.453,1,2,1.024,1.024,1.537,1,1,2.11,2.11,2.756,1,2,51.387,51.387,51.843,1,2,2.239,2.239,2.937,1,2,1.845,1.845,2.408,1,2,4.947,4.947,5.596,1,0.65,17,2
660460162a2b3e5c554cf140,2,3.485,3.485,5.384,1,2,2.269,2.269,3.753,1,2,1.957,1.957,3.769,1,1,1.209,1.209,2.645,1,1,1.136,1.136,2.957,1,1,1.15,1.15,3.104,1,2,0.832,0.832,2.493,1,11,1,0.726,0.726,2.589,1,2,1.197,1.197,3.089,1,2,0.971,0.971,2.434,1,1,1.113,1.113,2.962,1,1,1.079,1.079,2.805,1,2,1.081,1.081,3.213,1,2,0.979,0.979,3.21,1,2,1.933,1.933,3.871,1,1,0.929,0.929,2.616,1,2,3.032,3.032,4.493,1,0.25,17,2
5e156dbb19232db781789a8f,1,6.079,6.079,6.918,1,1,3.245,3.245,3.781,1,1,1.253,1.253,1.917,1,1,0.924,0.924,2.227,1,1,0.771,0.771,1.563,1,1,1.017,1.017,1.462,1,1,0.763,0.763,1.529,1,11,1,0.95,0.95,1.597,1,1,0.681,0.681,1.128,1,2,0.533,0.533,1.021,1,2,0.629,0.629,1.124,1,2,0.698,0.698,1.183,1,1,1.004,1.004,1.573,1,1,0.717,0.717,1.181,1,1,0.485,0.485,1.031,1,1,0.897,0.897,1.403,1,2,3.319,3.319,4.167,1,0.35,17,1
63d7aa4a4f19508a5401cc2a,1,5.186,5.186,6.101,1,2,5.034,5.034,6.142,1,2,1.645,2.561,3.713,2,2,1.202,1.202,2.276,1,2,1.479,1.479,2.626,1,2,0.785,0.785,2.04,1,2,1.775,1.775,3.497,1,11,2,1.205,1.205,2.833,1,2,1.481,1.481,2.571,1,2,0.76,1.58,2.795,2,2,1.192,1.192,2.204,1,2,1.292,1.292,2.197,1,2,0.92,0.92,1.989,1,2,1.204,1.204,2.295,1,2,1.162,1.162,2.47,1,2,1.341,1.341,2.523,1,2,2,2,3.794,1,0.45,17,3
60ff1981688229d1e3eb43e9,1,4.751,4.751,5.821,1,2,2.079,2.079,2.849,1,2,1.16,1.16,2.115,1,2,4.487,4.487,5.361,1,2,1.622,1.622,2.416,1,2,1.341,1.341,2.095,1,2,1.273,1.273,2.147,1,11,1,1.3,1.3,2.034,1,2,1.527,1.527,2.453,1,2,1.545,1.545,2.291,1,1,1.314,1.314,1.964,1,2,1.272,1.272,1.898,1,1,1.285,1.285,2.175,1,1,1.212,1.212,2.238,1,2,1.018,1.018,1.684,1,2,1.369,1.369,2.115,1,2,3.787,3.787,4.741,1,0.35,17,2
672b69879be0a88fb9c8fd02,1,9.775,9.775,11.631,1,2,5.417,5.417,7.456,1,1,3.417,3.417,5.112,1,1,1.913,1.913,3.317,1,1,5.11,5.11,6.895,1,1,2.3,2.3,3.724,1,1,1.672,1.672,3.041,1,11,1,2.986,2.986,4.763,1,2,2.812,2.812,4.755,1,2,3.568,3.568,5.25,1,1,3.89,5.67,6.69,3,1,1.992,1.992,3.598,1,1,1.907,1.907,3.154,1,2,1.275,1.275,2.586,1,1,1.77,1.77,2.977,1,2,1.624,1.624,3.153,1,2,5.759,5.759,8.965,1,0.15,17,1
662953ec9eb86f144a8ff52b,1,2.095,2.095,3.917,1,2,5.69,5.69,6.897,1,1,5.478,5.478,6.716,1,2,2.105,2.105,3.861,1,2,3.177,3.177,5.001,1,1,4.7,4.7,5.588,1,1,3.985,3.985,5.105,1,11,1,4.329,4.329,5.583,1,2,1.627,1.627,2.717,1,1,1.484,1.484,2.936,1,1,2.48,2.48,3.852,1,1,3.888,3.888,4.861,1,1,1.91,1.91,3.65,1,2,4.514,4.514,5.401,1,2,2.272,2.272,4.211,1,2,3.595,3.595,4.513,1,1,4.076,4.076,5.897,1,0.45,17,3
5c1e2dc92631ed0001040b23,2,0,0,3.972,0,2,0,0,1.791,0,2,0,0,1.249,0,2,0,0,2.1,0,2,0,0,3.554,0,2,0,0,1.819,0,2,0,0,1.186,0,11,1,0,0,1.3,0,2,0,0,4.757,0,2,0,0,1.317,0,2,0,0,0.899,0,2,0,0,0.85,0,2,0,0,1.175,0,2,0,0,2.44,0,2,0,0,2.025,0,2,0,0,1.091,0,2,0,0,2.716,0,0,17,3
66defe0b9e2f9b66d745ff64,2,8.396,8.396,9.151,1,1,2.067,2.067,2.936,1,1,2.633,2.633,3.522,1,2,5.068,5.068,5.694,1,2,1.506,1.506,2.427,1,2,4.922,4.922,5.805,1,1,1.43,1.43,2.299,1,11,1,7.458,7.458,8.234,1,1,2.715,2.715,3.376,1,2,0.974,0.974,1.487,1,1,1.063,1.063,1.698,1,2,4.226,4.226,4.819,1,2,1.052,1.052,1.695,1,1,0.705,0.705,1.462,1,2,0.863,0.863,1.528,1,2,0.988,0.988,1.643,1,2,4.139,4.139,4.846,1,0.55,17,2
675cb36b51ef22e70c4da7e2,1,7.006,7.006,9.544,1,2,2.24,2.24,4.4,1,2,5.093,5.093,6.757,1,1,2.466,2.466,3.753,1,1,4.39,4.39,5.542,1,2,17.237,17.237,18.62,1,2,4.955,4.955,9.15,1,11,1,5.622,5.622,7.168,1,2,2.527,2.527,3.87,1,2,2.957,3.058,4.599,2,2,1.669,1.669,2.848,1,1,3.48,3.48,5.366,1,2,2.056,2.056,3.515,1,1,2.43,2.43,4.24,1,1,3.729,3.729,5.51,1,1,3.225,4.098,5.373,2,2,5.976,5.976,7.718,1,0.3,17,1
5fe95a890d786d3acd6efd81,2,4.134,4.134,5.147,1,2,0.981,0.981,2.022,1,2,0.98,0.98,1.739,1,2,3.925,3.925,4.949,1,2,0.943,0.943,1.823,1,2,0.832,0.832,1.597,1,2,1.135,1.135,1.964,1,11,1,1.476,1.476,2.09,1,2,1.225,1.225,2.018,1,2,0.943,0.943,1.88,1,1,0.768,0.768,1.529,1,1,1.196,1.196,1.833,1,2,1.8,1.8,2.689,1,2,0.824,0.824,1.85,1,2,1.131,1.131,1.975,1,2,0.895,0.895,1.542,1,2,3.162,3.162,3.92,1,0.35,17,1
62951acd624dba0f4429d988,2,5.153,5.153,10.437,1,2,2.623,2.623,5.224,1,2,3.083,3.083,4.503,1,2,0.985,0.985,2.342,1,2,3.145,4.469,5.545,2,1,1.342,1.342,2.429,1,1,1.293,1.293,2.499,1,11,2,2.162,2.162,3.714,1,2,1.175,1.175,3,1,1,0.855,1.664,3.282,2,1,1.309,1.309,2.229,1,2,4.853,4.853,5.821,1,2,5.657,5.657,7.031,1,2,0.954,0.954,1.947,1,2,3.739,3.739,4.842,1,2,0.815,1.789,2.497,2,2,4.791,4.791,5.944,1,0.4,17,2
63c3164c08ff110d63b44dc6,2,7.134,7.134,8.432,1,1,6.111,6.111,8.856,1,1,2.202,2.842,3.632,2,2,3.227,3.227,4.2,1,2,3.31,4.373,5.8,2,1,5.589,6.237,6.958,2,2,2.655,3.594,5.001,2,11,2,2.259,2.259,2.998,1,2,1.188,1.188,1.961,1,2,1.242,1.242,1.6,1,1,0.849,0.849,1.528,1,2,1.696,1.696,2.201,1,2,1.55,1.55,2.26,1,2,2.036,2.036,2.767,1,2,0.78,0.78,1.495,1,2,1.164,1.164,1.697,1,1,6.476,8.722,9.8,2,0.5,17,3
67ea6d07dfa0e3cd8e223eaa,1,7.085,11.07,12.062,4,1,2.661,4.672,5.453,2,1,1.551,2.041,3.086,2,2,1.535,2.3,2.832,2,1,2.828,3.42,4.077,2,2,1.392,2.266,2.601,2,1,3.123,4.994,4.901,4,11,1,0.994,2.569,3.183,3,1,1.217,2.466,3.244,3,2,2.813,3.287,4.002,2,1,1.006,1.897,2.601,2,1,3.225,3.931,4.388,2,1,0.932,3.332,3.898,4,1,2.292,3.657,4.19,3,1,0.573,1.346,2.258,2,1,1.009,1.65,2.129,2,2,4.309,4.309,5.256,1,0.25,17,1
67dc62bcdd10c6e335aca0ed,2,2.195,2.195,3.213,1,2,2.157,2.157,5.451,1,1,4.342,4.342,5.606,1,1,4.221,4.221,5.676,1,2,0.88,0.88,2.87,1,2,1.372,1.372,2.897,1,2,1.385,1.385,2.398,1,11,1,2.315,2.315,3.289,1,2,1.399,1.399,3.141,1,1,1.467,1.467,3.585,1,2,1.375,5.462,7.263,3,2,1.387,1.387,2.739,1,1,1.551,1.551,2.973,1,2,1.246,1.246,2.468,1,1,1.53,1.53,2.527,1,2,1.697,1.697,3.561,1,2,4.083,4.083,6.281,1,0.4,17,2
5a776b5aae9a0b0001a9631d,1,1.421,1.421,2.203,1,1,0.579,0.579,1.251,1,2,0.47,0.88,2.067,2,1,1.251,1.251,1.978,1,1,0.632,0.632,1.24,1,1,0.378,0.378,1.282,1,1,0.428,0.428,1.033,1,11,1,0.582,0.582,1.162,1,1,0.734,0.734,1.334,1,1,0.689,0.689,1.311,1,1,0.636,0.636,1.182,1,1,0.394,0.888,1.06,2,1,0.653,0.653,1.343,1,1,0.34,0.801,1.468,2,1,0.61,0.61,1.188,1,1,0.649,1.143,1.859,2,2,1.792,1.792,2.504,1,0.25,17,3
67eed90ad37d56b29145e601,1,7.306,7.306,8.602,1,1,5.227,5.227,7.396,1,1,4.442,4.442,5.301,1,1,1.8,3.432,4.683,2,1,2.439,2.439,3.498,1,2,1.456,1.456,2.304,1,2,2.466,2.466,3.202,1,11,1,3.99,3.99,4.898,1,2,1.293,1.293,2.248,1,2,3.03,3.03,3.807,1,2,9.42,9.42,10.291,1,2,1.307,1.307,3.596,1,1,23.665,23.665,24.397,1,2,1.677,2.244,3.133,2,1,2.197,2.197,3.099,1,1,2.943,2.943,4.236,1,2,5.479,5.479,6.344,1,0.35,17,2
611622ddd8be1ac51298cb89,2,12.935,12.935,13.995,1,2,11.723,11.723,12.373,1,2,7.17,7.17,7.702,1,2,1.44,1.969,2.53,2,2,3.825,3.825,4.509,1,1,0.474,0.474,1.053,1,2,1.271,1.693,2.327,2,11,1,3.361,3.361,4.212,1,2,2.964,2.964,3.692,1,2,2.312,2.312,3.449,1,1,5.762,5.762,6.906,1,2,0.884,0.884,1.712,1,2,1.764,1.764,2.48,1,1,0.792,0.792,1.692,1,1,0.875,0.875,1.635,1,2,0.969,0.969,1.596,1,2,5.677,5.677,7.402,1,0.45,17,3
5e04aef71d4607f0dfd893fa,2,6.687,6.687,7.979,1,2,6.589,6.589,7.561,1,2,4.13,4.13,5.341,1,1,4.297,4.297,5.686,1,1,1.488,1.488,3.571,1,1,2.917,2.917,4.409,1,2,3.818,3.818,5.126,1,11,2,2.068,2.068,3.414,1,1,1.86,1.86,4.382,1,2,3.445,3.445,4.593,1,2,1.418,1.418,2.598,1,1,1.486,1.486,2.954,1,1,2.918,2.918,4.065,1,2,1.248,1.248,4.66,1,2,2.692,2.692,4.079,1,1,2.976,2.976,4.236,1,2,4.335,4.335,5.501,1,0.55,17,1
5db741cc04b632000a9a9800,2,6.006,6.006,6.694,1,2,0.501,0.501,0.967,1,2,0.604,1.371,1.858,2,2,0.697,0.697,1.163,1,1,0.807,2.051,2.073,3,2,0.03,0.592,1.064,2,2,1.195,2.028,2.049,3,11,2,0.816,1.383,1.406,2,2,0.8,1.065,1.953,2,2,0.844,1.385,1.408,2,2,1.213,1.813,1.833,2,2,0.734,1.283,1.308,2,2,2.432,3.069,3.092,2,2,0.884,1.452,1.489,2,2,0.868,1.284,1.298,2,2,1.972,2.47,2.492,2,2,2.444,3.075,3.088,2,0.45,17,2
5d62886927a84f00010fbbb4,2,4.546,7.044,9.656,2,2,5.129,5.129,6.142,1,2,2.88,2.88,3.591,1,1,2.104,2.104,2.911,1,2,3,3,4.214,1,2,3.751,5.166,5.85,2,2,2.113,2.113,3.996,1,11,2,2.165,3,3.596,2,2,1.281,1.281,1.81,1,2,3.128,3.525,4.038,2,2,1.187,1.187,3.484,1,1,0.945,2.431,3.516,2,1,1.9,4.165,4.853,2,1,1.404,2.059,2.649,2,1,1.139,1.139,1.63,1,1,1.136,1.136,2.571,1,2,3.463,40.358,41.447,2,0.3,17,1
67dc27ebfaac943439d5e0b1,1,0.997,0.997,1.981,1,2,1.973,1.973,3.526,1,2,1.088,1.088,2.046,1,2,0.842,0.842,2.328,1,1,1.155,1.155,2.026,1,1,1.079,1.079,4.404,1,1,9.054,9.054,10.515,1,11,1,67.828,67.828,68.961,1,2,0.921,0.921,2.617,1,2,82.718,82.718,83.623,1,2,0.892,0.892,1.937,1,2,7.256,7.256,8.305,1,2,4.614,4.614,5.548,1,2,3.956,3.956,5.025,1,2,4.014,4.014,4.894,1,2,117.115,117.499,118.305,2,2,4.594,4.594,5.645,1,0.45,17,3
5dea7a7df87f5519e686ff7b,2,1.28,1.28,2.314,1,2,1.117,1.117,2.155,1,2,1.095,1.095,2.041,1,1,0.66,0.66,1.355,1,2,1.247,1.247,2.269,1,2,0.663,0.663,1.313,1,2,0.818,0.818,1.709,1,11,2,1.728,1.728,2.492,1,2,0.749,0.749,1.513,1,2,0.733,0.733,1.503,1,2,0.866,0.866,1.702,1,2,0.817,0.817,1.597,1,2,0.82,0.82,1.697,1,2,0.725,0.725,1.576,1,2,0.709,0.709,1.312,1,2,0.77,0.77,1.481,1,2,2.067,2.067,3.519,1,0.45,17,2
62a0294e78bac60d6f9c49df,2,7.699,7.699,8.866,1,2,2.031,2.031,4.324,1,2,1.561,1.561,2.357,1,1,0.584,0.584,1.068,1,2,3.318,3.318,3.989,1,1,2.377,2.377,3.15,1,1,1.203,1.203,1.942,1,11,2,1.184,1.184,1.783,1,1,2.001,2.001,2.609,1,2,1.896,1.896,2.65,1,2,2.295,3.494,4.07,2,1,2.05,2.05,2.796,1,2,2.051,2.051,2.764,1,2,2.093,2.093,2.63,1,1,2.408,2.408,3.162,1,1,1.567,1.567,2.047,1,1,7.885,7.885,8.545,1,0.45,17,1
641386b1cb9a9c1e3569d4ee,1,3.202,3.202,3.856,1,1,1.604,1.604,2.293,1,2,1.159,1.159,1.813,1,2,1.186,1.186,1.885,1,1,0.854,0.854,1.579,1,1,1.112,1.112,2.914,1,2,0.642,0.642,1.292,1,11,2,3.309,3.309,4.03,1,1,1.319,1.319,1.939,1,1,0.667,0.667,1.201,1,1,2.294,2.294,2.974,1,2,0.838,0.838,1.589,1,2,0.779,0.779,1.45,1,2,3.136,3.136,3.757,1,1,0.794,0.794,1.456,1,2,0.612,0.612,1.301,1,1,3.035,3.035,3.723,1,0.3,17,3
